,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,16.0,87.0,0.6,0.303,0.593,0.37,6.5,16.8,11.7,1.5,1.1,6.8,18.2,19.5,-0.4,0.1,-0.2,-0.121,-10.6,0.5,-10.1,-0.2
1,66.0,937.0,16.8,0.608,0.004,0.337,11.0,25.0,18.5,15.4,1.9,1.3,19.3,17.2,1.7,1.4,3.1,0.16,-0.6,1.3,0.8,0.7
2,59.0,1508.0,17.3,0.529,0.193,0.14,7.0,23.8,15.0,14.9,1.4,0.6,12.5,27.6,0.3,1.1,1.4,0.046,-0.6,-1.3,-1.9,0.0
3,24.0,656.0,14.6,0.499,0.346,0.301,1.4,14.4,7.7,18.6,1.8,0.5,9.7,29.5,-0.1,0.5,0.4,0.027,-0.7,-2.0,-2.6,-0.1
4,62.0,979.0,8.2,0.487,0.387,0.146,4.9,18.3,11.7,7.3,0.8,2.5,15.6,15.5,-0.4,1.2,0.8,0.038,-3.7,0.9,-2.9,-0.2
5,79.0,2238.0,11.5,0.543,0.489,0.141,1.3,11.3,6.1,13.3,1.4,0.3,9.1,17.0,1.6,1.6,3.1,0.067,-0.4,-0.5,-0.9,0.6
6,2.0,7.0,-4.9,0.0,0.667,0.0,15.9,15.4,15.7,0.0,7.2,0.0,0.0,19.2,-0.1,0.0,0.0,-0.251,-12.6,-0.7,-13.3,0.0
7,5.0,118.0,0.9,0.315,0.333,0.214,0.0,5.0,2.5,23.2,2.6,2.4,19.3,21.7,-0.5,0.1,-0.4,-0.169,-8.7,-1.9,-10.6,-0.3
8,70.0,2200.0,11.1,0.543,0.39,0.186,5.0,14.0,9.5,9.7,0.9,1.4,12.0,14.6,2.0,1.0,3.1,0.067,-0.4,-0.6,-1.0,0.5
9,45.0,430.0,20.6,0.592,0.075,0.555,13.6,25.2,19.3,11.0,1.8,2.8,15.4,21.7,0.8,0.6,1.4,0.156,-0.1,0.6,0.5,0.3
10,42.0,428.0,19.2,0.671,0.017,0.455,9.1,21.7,15.5,3.6,1.0,4.3,11.6,16.6,1.0,0.5,1.6,0.175,-0.8,0.0,-0.8,0.1
11,70.0,1943.0,17.1,0.523,0.017,0.32,7.2,21.7,14.1,13.5,1.9,3.1,11.3,21.6,1.3,2.0,3.3,0.082,-1.6,1.6,0.0,1.0
12,77.0,2530.0,15.9,0.557,0.409,0.221,2.9,14.2,8.6,18.5,1.6,1.6,11.8,20.5,3.9,1.7,5.6,0.106,1.4,-0.6,0.8,1.8
13,63.0,2131.0,11.4,0.541,0.577,0.145,1.4,9.1,5.2,12.3,1.8,0.7,10.1,17.6,1.0,1.7,2.7,0.061,0.2,-0.1,0.2,1.2
14,70.0,1422.0,9.8,0.512,0.484,0.157,2.1,14.0,8.1,5.3,2.5,3.6,12.6,13.0,-0.1,1.8,1.7,0.056,-2.2,2.5,0.3,0.8
15,58.0,902.0,7.6,0.464,0.205,0.215,4.0,11.8,7.9,7.9,1.7,1.0,11.6,11.8,-0.1,0.6,0.5,0.027,-4.0,0.4,-3.6,-0.4
16,35.0,692.0,11.8,0.551,0.454,0.219,2.6,6.9,4.7,16.1,1.3,0.7,15.5,22.7,0.1,0.2,0.4,0.025,-0.7,-3.2,-4.0,-0.3
17,74.0,1962.0,12.1,0.582,0.83,0.113,1.2,10.9,6.1,6.0,1.3,0.3,6.9,17.3,2.3,1.9,4.1,0.101,1.6,-1.7,-0.1,0.9
18,4.0,29.0,17.0,0.73,0.143,1.286,0.0,18.6,9.4,10.7,0.0,0.0,15.4,19.6,0.1,0.0,0.1,0.177,-0.6,-2.6,-3.1,0.0
19,4.0,7.0,35.9,0.6,0.0,0.0,32.3,17.0,24.8,0.0,0.0,13.4,16.7,38.5,0.0,0.0,0.0,0.099,-3.1,-5.8,-9.0,0.0
20,55.0,971.0,10.6,0.519,0.584,0.126,1.9,14.9,8.1,9.3,2.1,2.5,10.7,14.7,0.2,0.8,1.0,0.051,-1.6,0.4,-1.3,0.2
21,72.0,2471.0,23.1,0.576,0.324,0.28,2.1,15.1,8.7,21.0,3.4,2.0,12.6,30.2,4.2,3.8,8.0,0.156,3.5,1.2,4.7,4.2
22,5.0,45.0,-1.8,0.255,0.4,0.4,0.0,2.4,1.2,8.1,1.1,0.0,33.8,8.4,-0.1,0.0,-0.1,-0.103,-8.7,-1.4,-10.1,-0.1
23,14.0,72.0,1.8,0.252,0.533,0.133,4.7,10.9,7.8,9.2,0.0,2.4,11.2,11.2,-0.1,0.1,-0.1,-0.057,-7.2,-0.4,-7.5,-0.1
24,78.0,1404.0,14.1,0.574,0.372,0.247,1.3,9.4,5.3,20.9,3.2,0.4,13.9,12.7,2.3,1.1,3.4,0.116,0.8,-0.3,0.5,0.9
25,46.0,1151.0,14.3,0.657,0.0,0.503,12.2,26.9,19.4,6.6,0.7,1.9,20.5,10.6,1.9,0.8,2.6,0.11,-1.4,1.0,-0.4,0.5
26,52.0,1607.0,21.2,0.561,0.354,0.258,3.1,16.3,9.5,31.5,1.8,1.0,11.5,28.5,3.0,1.2,4.3,0.128,4.5,-0.7,3.7,2.3
27,62.0,1025.0,15.9,0.585,0.088,0.241,11.0,19.6,15.2,6.8,0.7,2.5,11.3,17.0,1.7,0.8,2.5,0.119,-1.3,-0.5,-1.8,0.0
28,68.0,1563.0,9.7,0.459,0.267,0.183,1.5,6.8,4.1,27.5,2.0,0.3,17.6,18.2,-0.8,0.5,-0.4,-0.011,-3.0,-2.3,-5.4,-1.3
29,1.0,2.0,0.0,0.459,0.267,0.183,0.0,0.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,0.0,0.0,-0.016,-5.6,-0.9,-6.5,0.0
30,69.0,1964.0,13.0,0.55,0.46,0.186,1.8,11.5,6.6,12.3,1.4,1.4,9.4,18.6,1.9,2.2,4.0,0.099,-0.1,-0.2,-0.4,0.8
31,50.0,584.0,10.4,0.459,0.265,0.108,2.9,11.6,7.3,21.9,1.9,1.4,13.4,16.3,0.0,0.6,0.6,0.052,-3.1,-0.2,-3.3,-0.2
32,53.0,897.0,9.3,0.478,0.52,0.157,2.1,13.2,7.7,13.2,0.9,0.4,8.8,20.0,-0.2,0.4,0.1,0.008,-2.2,-2.4,-4.6,-0.6
33,39.0,518.0,13.0,0.567,0.586,0.138,9.7,17.7,13.7,7.9,0.8,0.7,8.0,14.8,0.9,0.3,1.2,0.109,0.5,-1.5,-1.0,0.1
34,21.0,307.0,15.2,0.544,0.349,0.275,8.0,14.8,11.4,7.8,3.2,1.1,13.5,20.1,0.2,0.4,0.5,0.085,-0.1,0.1,0.0,0.2
35,78.0,1609.0,10.0,0.585,0.798,0.112,0.8,7.7,4.2,4.6,0.7,0.3,8.3,17.2,1.5,0.0,1.5,0.045,0.8,-3.7,-2.8,-0.3
36,49.0,1017.0,13.7,0.573,0.0,0.349,13.3,23.6,18.5,4.2,0.8,1.4,12.2,12.5,1.7,0.7,2.4,0.115,-1.6,-0.7,-2.3,-0.1
37,1.0,1.0,0.0,0.573,0.0,0.349,0.0,0.0,0.0,0.0,0.0,0.0,12.2,0.0,0.0,0.0,0.0,-0.001,-5.7,-0.1,-5.9,0.0
38,70.0,1366.0,18.0,0.589,0.398,0.267,4.5,23.8,14.2,10.1,1.1,2.1,9.0,21.2,2.6,1.2,3.8,0.133,0.6,-1.4,-0.8,0.4
39,32.0,648.0,22.8,0.576,0.262,0.133,2.1,8.0,5.1,38.1,1.5,0.5,8.8,25.9,2.0,0.3,2.3,0.167,5.3,-3.3,2.0,0.7
40,64.0,1085.0,14.8,0.563,0.089,0.275,10.8,18.7,14.8,11.0,1.2,1.5,14.1,16.5,1.5,1.2,2.7,0.12,-1.1,0.6,-0.5,0.4
41,64.0,2179.0,12.1,0.573,0.713,0.143,1.7,13.0,7.4,6.9,2.1,0.5,7.0,14.4,2.7,2.6,5.3,0.117,1.0,0.6,1.7,2.0
42,63.0,1050.0,9.0,0.553,0.439,0.267,4.2,8.3,6.2,7.9,1.5,0.2,9.9,11.3,1.0,0.7,1.7,0.079,-0.6,-0.4,-1.0,0.3
43,13.0,172.0,9.8,0.562,0.719,0.14,0.0,18.5,9.3,3.3,0.8,1.9,6.2,15.9,0.1,0.2,0.3,0.088,-2.0,-1.9,-4.0,-0.1
44,71.0,1955.0,8.4,0.584,0.63,0.116,0.5,7.3,4.0,6.5,1.2,1.1,7.7,10.5,1.6,0.7,2.3,0.056,-0.4,-1.3,-1.7,0.2
45,52.0,1020.0,13.1,0.499,0.094,0.198,0.6,9.3,4.9,29.0,1.4,0.1,13.4,20.6,0.4,1.1,1.5,0.072,-2.1,-1.6,-3.8,-0.5
46,9.0,29.0,9.5,0.337,0.091,0.182,15.9,27.2,21.6,5.0,0.0,0.0,0.0,18.5,0.0,0.0,0.0,0.03,-6.6,-3.1,-9.7,-0.1
47,22.0,273.0,8.7,0.514,0.132,0.231,8.2,10.4,9.4,4.6,1.9,0.9,15.9,18.9,-0.2,0.2,0.1,0.016,-3.9,-1.3,-5.2,-0.2
48,69.0,1535.0,15.4,0.618,0.265,0.27,4.7,11.0,7.8,25.1,1.6,0.8,16.4,13.7,3.5,1.2,4.7,0.147,1.3,-0.3,1.0,1.2
49,76.0,2546.0,17.4,0.569,0.369,0.178,2.4,15.6,8.9,11.6,1.3,1.1,7.2,23.2,4.3,2.5,6.7,0.127,1.7,-0.7,1.0,1.9
50,52.0,807.0,7.0,0.511,0.592,0.217,1.9,7.5,4.8,9.4,0.7,0.5,11.5,17.5,0.1,0.7,0.8,0.046,-2.3,-2.4,-4.6,-0.5
51,28.0,339.0,10.2,0.589,0.212,0.294,8.7,18.7,13.6,3.6,0.7,2.4,24.4,16.2,-0.1,0.3,0.2,0.026,-4.8,-0.6,-5.4,-0.3
52,56.0,1856.0,14.4,0.531,0.476,0.209,1.9,11.2,6.6,12.5,1.6,0.5,9.0,23.8,1.5,1.0,2.5,0.065,1.6,-1.9,-0.2,0.8
53,56.0,807.0,11.2,0.477,0.335,0.183,2.5,12.7,7.7,31.4,2.6,0.8,23.7,12.7,0.4,0.9,1.3,0.079,-2.3,0.1,-2.2,0.0
54,71.0,1205.0,10.5,0.502,0.326,0.293,7.3,14.4,10.9,5.3,1.6,3.7,10.8,14.6,0.4,1.1,1.5,0.061,-2.5,0.1,-2.4,-0.1
55,11.0,34.0,7.7,0.473,0.556,0.667,3.2,15.6,9.4,7.8,0.0,0.0,7.9,15.8,0.0,0.0,0.0,0.037,-3.8,-3.3,-7.1,0.0
56,78.0,2544.0,14.7,0.528,0.212,0.104,7.9,14.1,11.1,8.4,2.5,1.2,10.5,17.3,2.1,3.1,5.2,0.099,0.1,1.3,1.4,2.2
57,38.0,806.0,15.9,0.591,0.35,0.225,4.1,18.5,11.4,6.4,3.2,1.3,10.2,16.4,1.0,1.6,2.6,0.153,-0.3,2.2,1.8,0.8
58,77.0,1980.0,15.4,0.524,0.499,0.188,3.4,16.2,9.9,17.0,2.0,0.7,8.0,20.5,2.3,3.3,5.6,0.135,1.0,1.0,2.0,2.0
59,22.0,576.0,10.3,0.515,0.48,0.198,1.9,11.6,6.7,8.9,2.3,1.2,11.5,16.6,-0.1,0.5,0.5,0.038,-1.8,0.1,-1.7,0.0
60,59.0,728.0,7.0,0.532,0.692,0.063,2.8,3.9,3.3,3.2,1.6,1.2,6.3,10.3,0.5,0.5,1.1,0.07,-1.5,-1.3,-2.8,-0.1
61,79.0,2359.0,12.3,0.544,0.463,0.184,2.2,15.4,8.8,13.4,1.7,1.5,15.5,21.7,-0.3,1.9,1.6,0.032,-1.1,0.0,-1.1,0.5
62,48.0,474.0,14.9,0.589,0.078,0.478,14.4,19.9,17.1,3.8,2.1,4.7,18.7,15.9,0.6,0.9,1.4,0.144,-2.6,2.0,-0.5,0.2
63,78.0,2613.0,15.4,0.615,0.05,0.253,8.0,16.5,12.2,5.3,1.1,1.8,9.9,14.6,5.3,1.5,6.8,0.124,1.0,0.1,1.2,2.1
64,65.0,2142.0,17.7,0.541,0.085,0.24,6.1,10.6,8.3,7.2,1.5,1.5,6.7,24.9,2.7,0.8,3.5,0.077,-0.1,-1.8,-1.9,0.1
65,72.0,1651.0,12.3,0.546,0.148,0.096,2.4,11.5,7.1,24.7,2.6,0.6,20.8,13.8,1.2,2.4,3.6,0.105,-1.9,1.1,-0.7,0.5
66,50.0,428.0,10.5,0.554,0.322,0.099,6.9,13.4,10.2,2.6,0.6,0.8,7.3,14.2,0.5,0.3,0.7,0.084,-1.9,-2.7,-4.7,-0.3
67,73.0,2390.0,20.8,0.628,0.003,0.397,16.9,13.9,15.5,5.5,1.9,2.9,13.3,16.7,6.4,2.9,9.3,0.187,2.2,1.2,3.4,3.3
68,51.0,728.0,9.5,0.513,0.44,0.126,4.2,17.6,10.9,4.6,2.1,1.3,10.6,14.0,0.1,0.7,0.8,0.05,-2.8,-1.0,-3.8,-0.3
69,51.0,1631.0,28.2,0.675,0.58,0.35,2.7,14.4,8.9,30.2,2.4,0.4,13.3,31.0,7.2,1.9,9.2,0.27,9.8,-1.2,8.6,4.4
70,65.0,1773.0,9.1,0.483,0.418,0.264,1.8,13.2,7.4,8.2,2.6,0.6,11.3,16.4,-0.6,2.3,1.8,0.048,-2.6,1.2,-1.4,0.3
71,77.0,2217.0,16.0,0.526,0.508,0.323,1.9,10.3,6.1,35.1,1.4,0.8,11.6,20.3,4.2,1.3,5.5,0.118,2.1,-1.7,0.4,1.3
72,8.0,127.0,6.8,0.385,0.563,0.125,4.4,12.4,8.6,16.9,1.5,0.6,12.9,13.2,-0.1,0.1,0.0,0.01,-3.1,-0.5,-3.6,-0.1
73,60.0,1240.0,14.3,0.513,0.111,0.258,8.7,18.2,13.2,9.1,1.0,3.7,12.5,21.1,0.4,0.9,1.3,0.051,-2.7,0.0,-2.7,-0.2
74,69.0,1059.0,8.1,0.517,0.262,0.383,3.2,10.1,6.7,7.0,2.1,1.8,15.5,11.6,0.1,0.9,1.0,0.048,-2.6,1.2,-1.4,0.2
75,65.0,1283.0,13.7,0.526,0.332,0.244,1.9,11.9,6.8,29.3,1.9,0.5,16.4,17.5,1.1,1.0,2.0,0.076,-1.0,-1.2,-2.2,-0.1
76,68.0,1081.0,11.6,0.539,0.012,0.176,3.6,8.9,6.4,16.5,1.5,1.5,13.8,16.5,0.9,1.0,1.8,0.082,-2.5,-0.8,-3.3,-0.4
77,20.0,291.0,15.2,0.534,0.221,0.347,2.5,16.5,9.4,18.1,3.5,1.9,12.7,18.3,0.2,0.3,0.6,0.091,-1.3,1.5,0.2,0.2
78,50.0,686.0,10.2,0.506,0.387,0.17,2.0,10.1,6.1,16.3,1.8,0.2,12.2,15.5,0.3,0.9,1.3,0.088,-2.3,0.0,-2.4,-0.1
79,70.0,1455.0,14.5,0.553,0.414,0.268,1.8,9.9,5.9,15.1,2.7,0.8,13.8,19.5,1.3,1.9,3.2,0.105,0.0,0.4,0.4,0.9
80,41.0,385.0,14.4,0.5,0.147,0.229,6.0,14.0,10.0,6.4,1.2,0.7,3.1,22.3,0.3,0.2,0.5,0.064,-2.0,-3.8,-5.8,-0.4
81,73.0,2010.0,14.5,0.569,0.381,0.155,4.3,21.2,12.9,4.4,0.7,3.7,9.6,19.4,1.9,2.8,4.8,0.114,-0.9,0.5,-0.4,0.8
82,69.0,1049.0,4.0,0.448,0.689,0.25,3.7,11.0,7.4,2.4,1.0,0.2,10.8,8.7,-0.3,1.2,0.9,0.042,-3.8,0.3,-3.5,-0.4
83,48.0,537.0,9.5,0.475,0.5,0.238,0.6,14.9,7.7,11.5,0.8,0.6,10.3,24.6,-0.5,0.3,-0.2,-0.02,-3.7,-3.8,-7.5,-0.7
84,1.0,8.0,-4.6,0.266,0.0,2.0,0.0,0.0,0.0,15.8,0.0,0.0,34.7,16.4,0.0,0.0,0.0,-0.237,-14.8,-5.9,-20.7,0.0
85,69.0,817.0,11.1,0.526,0.251,0.222,5.2,15.5,10.4,6.0,1.3,0.9,10.3,15.5,0.4,0.6,1.1,0.063,-2.4,-0.9,-3.3,-0.3
86,61.0,729.0,17.8,0.644,0.022,0.482,12.6,25.3,18.8,7.2,1.5,8.2,19.0,12.8,1.3,1.3,2.7,0.177,-2.1,5.4,3.2,1.0
87,66.0,1725.0,12.6,0.592,0.706,0.194,6.2,15.4,10.8,5.1,0.7,1.0,7.5,14.4,3.1,1.6,4.7,0.131,1.1,-0.8,0.2,1.0
88,77.0,2801.0,25.0,0.528,0.194,0.339,5.4,25.3,15.0,49.4,2.5,0.6,16.4,34.3,5.5,4.3,9.8,0.168,5.2,3.0,8.2,7.2
89,52.0,1702.0,20.9,0.659,0.0,0.682,10.3,27.5,19.0,6.7,1.2,6.1,15.5,16.9,4.0,3.6,7.6,0.214,-0.3,4.5,4.2,2.7
90,54.0,1160.0,17.8,0.545,0.219,0.268,6.7,19.5,13.1,9.5,1.9,2.6,11.6,24.5,0.9,2.0,2.9,0.121,-0.8,1.0,0.2,0.6
91,65.0,1052.0,10.4,0.521,0.412,0.267,2.7,20.2,11.5,12.3,1.7,1.2,15.1,14.8,0.3,1.7,1.9,0.087,-2.7,1.7,-1.1,0.2
92,64.0,1811.0,17.3,0.55,0.074,0.436,5.8,19.8,12.7,14.2,1.6,1.7,11.5,22.6,2.3,1.8,4.1,0.108,-1.1,0.9,-0.2,0.8
93,29.0,385.0,9.3,0.504,0.559,0.441,1.4,7.2,4.3,15.5,3.3,1.4,20.4,10.0,0.1,0.4,0.5,0.059,-1.9,0.9,-1.0,0.1
94,12.0,203.0,4.1,0.427,0.577,0.127,0.0,8.2,4.1,7.1,0.7,1.2,9.6,18.0,-0.3,0.1,-0.3,-0.06,-5.0,-2.7,-7.7,-0.3
95,15.0,258.0,12.4,0.623,0.484,0.094,3.5,8.3,5.9,6.9,1.6,0.7,5.7,12.3,0.4,0.3,0.7,0.131,0.3,-0.6,-0.3,0.1
96,58.0,1576.0,14.4,0.545,0.447,0.162,1.6,9.8,5.8,9.7,1.4,0.6,8.1,24.6,1.1,1.4,2.5,0.077,0.2,-2.2,-2.1,0.0
97,64.0,1690.0,14.7,0.552,0.022,0.14,8.2,10.2,9.2,12.3,0.4,2.8,13.5,20.4,1.2,0.8,2.0,0.057,-1.6,-0.2,-1.9,0.1
98,76.0,2408.0,12.8,0.562,0.656,0.162,2.5,15.3,9.1,8.7,2.6,2.2,12.3,17.5,1.5,4.2,5.7,0.113,0.4,2.0,2.4,2.7
99,73.0,2185.0,15.0,0.533,0.33,0.307,2.2,15.2,8.8,28.3,2.6,0.4,18.3,22.8,1.2,3.5,4.7,0.103,-0.1,1.5,1.3,1.8
100,44.0,668.0,16.8,0.566,0.144,0.236,8.6,22.0,15.5,12.8,1.3,3.2,8.4,16.7,1.3,1.1,2.4,0.175,-0.5,1.9,1.4,0.6
101,20.0,163.0,6.3,0.499,0.259,0.259,1.4,10.4,5.9,12.0,0.6,0.5,14.3,9.3,0.1,0.0,0.1,0.028,-3.8,-2.1,-5.9,-0.2
102,41.0,1084.0,15.5,0.516,0.294,0.231,2.7,9.3,5.9,32.1,1.1,0.3,14.3,27.4,0.7,0.9,1.6,0.069,0.5,-2.1,-1.6,0.1
103,62.0,1732.0,13.6,0.615,0.515,0.09,1.7,8.3,4.9,8.4,1.4,0.7,7.6,15.7,2.8,1.5,4.3,0.118,1.3,-0.6,0.7,1.2
104,79.0,1324.0,13.2,0.492,0.41,0.08,2.0,11.1,6.4,22.9,1.8,1.0,11.5,20.4,0.9,1.3,2.2,0.08,-1.1,-1.8,-2.8,-0.3
105,39.0,478.0,12.3,0.554,0.313,0.224,1.7,9.4,5.6,23.2,1.2,0.7,16.5,18.3,0.4,0.5,0.9,0.094,-1.7,-1.3,-3.1,-0.1
106,28.0,212.0,9.3,0.546,0.661,0.107,1.6,9.9,5.8,8.7,1.2,1.2,9.3,13.8,0.1,0.1,0.2,0.05,-1.9,-2.9,-4.7,-0.1
107,27.0,391.0,10.8,0.473,0.224,0.483,1.7,9.1,5.5,26.5,1.8,0.4,17.6,19.2,0.0,0.3,0.3,0.031,-3.2,-2.0,-5.2,-0.3
108,61.0,1591.0,14.9,0.519,0.303,0.094,2.0,14.4,8.4,41.6,1.8,0.5,22.6,16.8,1.7,1.5,3.2,0.095,-0.6,-0.9,-1.5,0.2
109,29.0,597.0,13.4,0.6,0.41,0.102,1.6,10.1,6.2,16.7,0.9,0.1,10.8,17.7,1.0,0.4,1.4,0.11,0.7,-2.7,-2.0,0.0
110,23.0,196.0,4.0,0.398,0.449,0.347,4.2,10.7,7.4,6.3,2.0,0.9,16.3,15.0,-0.3,0.1,-0.2,-0.046,-6.1,-0.6,-6.6,-0.2
111,66.0,1270.0,7.5,0.51,0.797,0.173,3.1,17.2,10.1,5.9,1.1,1.6,14.1,14.3,-0.4,1.0,0.6,0.024,-2.5,-0.3,-2.8,-0.2
112,54.0,824.0,5.2,0.444,0.47,0.111,1.6,15.9,8.5,8.0,1.2,1.6,14.9,15.2,-1.2,0.6,-0.6,-0.033,-5.5,-0.3,-5.8,-0.8
113,34.0,1008.0,18.2,0.564,0.258,0.36,6.3,18.3,12.3,14.6,1.9,3.3,12.9,22.4,1.5,1.0,2.5,0.12,0.6,0.8,1.4,0.9
114,76.0,2779.0,18.4,0.566,0.447,0.3,2.7,15.0,8.7,14.7,2.8,1.2,12.3,25.6,4.5,3.8,8.3,0.143,2.3,0.1,2.4,3.1
115,74.0,1753.0,19.0,0.54,0.189,0.331,7.9,30.3,19.0,20.0,0.6,3.7,13.3,20.7,2.6,3.2,5.8,0.158,-0.2,3.3,3.1,2.3
116,79.0,2018.0,12.1,0.562,0.606,0.178,1.4,7.0,4.1,16.1,1.3,0.5,12.4,17.8,2.1,2.1,4.2,0.099,1.0,-1.3,-0.2,0.9
117,79.0,1234.0,9.7,0.545,0.638,0.165,2.7,14.5,8.4,5.8,1.9,1.7,10.3,10.8,1.0,1.4,2.4,0.092,-1.8,0.3,-1.5,0.2
118,57.0,961.0,7.4,0.477,0.356,0.151,2.0,7.1,4.8,10.6,2.2,0.8,14.6,12.8,-0.3,0.9,0.6,0.031,-2.9,-0.4,-3.3,-0.3
119,11.0,334.0,12.3,0.53,0.504,0.143,5.4,9.4,7.4,13.8,2.6,1.2,16.5,19.6,0.1,0.3,0.4,0.057,0.4,0.3,0.7,0.2
120,78.0,1432.0,9.3,0.535,0.542,0.113,2.6,9.0,5.8,8.9,0.7,1.2,9.3,13.5,1.1,1.2,2.3,0.077,-0.9,-0.6,-1.5,0.2
121,77.0,1577.0,14.9,0.554,0.268,0.178,5.5,18.8,12.2,13.3,1.9,2.0,11.0,15.9,2.1,2.3,4.5,0.136,0.1,2.1,2.2,1.7
122,78.0,2170.0,8.4,0.537,0.692,0.145,4.6,17.4,11.0,4.6,1.8,0.9,13.3,10.3,1.0,2.8,3.8,0.083,-1.3,1.5,0.2,1.2
123,74.0,2349.0,18.4,0.601,0.357,0.145,4.7,18.0,11.4,10.0,2.4,1.4,7.1,18.4,4.9,3.0,7.9,0.161,2.5,1.1,3.6,3.3
124,53.0,740.0,15.5,0.632,0.106,0.333,4.9,23.9,15.1,9.5,1.2,2.0,13.5,16.3,1.2,1.0,2.2,0.143,-1.4,0.2,-1.3,0.1
125,14.0,121.0,4.5,0.423,0.0,0.75,6.5,26.1,16.6,2.0,0.4,1.3,19.0,9.4,-0.1,0.1,0.0,0.006,-7.4,-0.8,-8.2,-0.2
126,6.0,80.0,8.9,0.577,0.688,0.188,4.2,11.2,7.7,3.5,0.6,1.1,5.5,10.3,0.1,0.1,0.2,0.098,-1.5,-1.3,-2.8,0.0
127,70.0,1389.0,9.5,0.575,0.565,0.183,3.3,9.9,6.6,5.2,1.8,0.6,10.8,12.3,1.1,1.5,2.6,0.09,0.0,0.3,0.3,0.8
128,66.0,1003.0,8.4,0.496,0.489,0.11,1.5,10.8,6.2,11.5,1.6,1.2,14.5,18.9,-0.6,1.1,0.5,0.026,-2.5,-0.5,-3.0,-0.3
129,54.0,875.0,12.8,0.509,0.282,0.248,8.6,30.1,19.2,5.7,1.1,1.6,10.7,14.5,0.5,1.2,1.7,0.091,-3.4,0.3,-3.1,-0.2
130,54.0,1619.0,19.7,0.536,0.25,0.115,6.6,27.6,17.0,19.3,1.6,2.9,11.1,25.9,1.3,2.2,3.5,0.104,0.6,2.0,2.6,1.9
131,51.0,1352.0,17.8,0.567,0.525,0.21,4.1,24.0,14.1,8.7,1.4,2.2,8.0,23.2,1.6,1.5,3.2,0.113,0.9,-0.8,0.1,0.7
132,71.0,2288.0,24.4,0.607,0.279,0.317,9.2,27.7,18.4,29.2,1.8,2.1,15.8,24.1,7.3,2.6,9.9,0.208,4.8,2.1,6.9,5.1
133,37.0,459.0,9.1,0.554,0.669,0.165,0.7,12.6,6.6,10.1,0.8,0.5,13.4,15.5,0.1,0.2,0.3,0.035,-2.0,-1.8,-3.9,-0.2
134,6.0,60.0,2.4,0.362,0.611,0.167,1.8,8.0,4.7,11.0,0.0,1.6,9.4,15.7,-0.2,0.0,-0.2,-0.134,-6.0,-4.1,-10.0,-0.1
135,4.0,10.0,-4.6,0.0,1.0,0.0,0.0,33.5,16.8,0.0,0.0,0.0,0.0,8.7,0.0,0.0,0.0,-0.18,-13.8,-4.8,-18.6,0.0
136,61.0,1918.0,14.3,0.518,0.422,0.204,3.0,13.8,8.3,26.0,1.6,1.0,15.0,18.2,1.6,1.7,3.3,0.082,0.8,0.4,1.2,1.6
137,76.0,1307.0,10.1,0.562,0.669,0.123,1.8,7.5,4.8,3.5,1.3,0.4,7.3,18.0,0.7,0.9,1.6,0.059,-0.2,-3.4,-3.7,-0.5
138,13.0,72.0,13.8,0.666,0.0,0.421,8.9,20.7,14.6,8.6,0.0,0.0,23.7,17.6,0.1,0.0,0.1,0.08,-3.2,-2.8,-6.0,-0.1
139,30.0,472.0,16.2,0.558,0.01,0.267,11.0,29.1,19.8,6.3,3.3,4.1,18.1,13.8,0.4,1.0,1.3,0.137,-3.4,4.6,1.2,0.4
140,50.0,732.0,17.0,0.604,0.009,0.442,8.1,18.5,13.3,9.6,1.8,1.6,11.7,19.0,1.6,1.0,2.6,0.17,-1.2,0.6,-0.6,0.3
141,63.0,1286.0,12.9,0.598,0.49,0.13,4.2,19.1,11.6,8.6,1.7,1.0,12.0,14.3,1.7,1.0,2.7,0.1,0.8,-0.2,0.6,0.8
142,1.0,1.0,134.1,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.1,0.1,0.0,0.1,2.713,68.7,-14.3,54.4,0.0
143,5.0,19.0,-2.9,0.167,0.0,0.0,6.1,5.9,6.0,7.1,0.0,0.0,0.0,14.2,-0.1,0.0,-0.1,-0.141,-10.3,-2.2,-12.5,-0.1
144,61.0,1761.0,17.6,0.581,0.241,0.333,5.9,20.1,13.1,7.2,1.1,5.7,11.5,20.1,2.6,2.5,5.0,0.137,-0.6,1.9,1.4,1.5
145,72.0,1190.0,24.9,0.656,0.012,0.417,9.3,17.1,13.3,9.2,1.3,3.3,9.8,23.8,4.1,1.2,5.3,0.213,2.4,-0.1,2.3,1.3
146,10.0,159.0,13.5,0.623,0.789,0.0,2.2,14.8,8.5,9.5,1.3,0.5,10.9,18.2,0.2,0.1,0.3,0.09,1.6,-3.3,-1.7,0.0
147,1.0,2.0,-41.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.6,0.0,0.0,0.0,-1.063,-36.5,-12.7,-49.2,0.0
148,45.0,1134.0,11.7,0.564,0.644,0.128,1.6,10.5,6.1,26.2,1.0,0.4,20.3,18.2,0.9,0.5,1.4,0.061,0.7,-2.0,-1.3,0.2
